Name,Ratings,Position,Version,PS,SKI,WF,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,Country
Thomas Rogne,68,CB,,0,2,3,64,24,55,52,74,66,"191cm | 6'3""",0,-,-,Celtic,Norway
Denis Odoi,68,RB,,0,2,4,82,49,62,68,63,73,"178cm | 5'10""",0,-,-,RSC Anderlecht,Belgium
Joshua King,68,ST,,0,3,2,90,64,53,73,49,61,"185cm | 6'1""",0,-,-,Borussia M'gladbach,Norway
Kyle Bartley,68,CB,,0,2,3,72,27,44,34,75,62,"194cm | 6'4""",0,-,-,Rangers,England
Roman Neustädter,68,CDM,,0,2,3,62,54,62,63,72,69,"190cm | 6'3""",0,-,-,Borussia M'gladbach,Germany
Adam Clayton,68,CM,,0,2,4,69,62,65,69,64,47,"175cm | 5'9""",0,-,-,Leeds United,England
Beg Ferati,68,CB,,0,2,3,61,43,58,60,71,73,"188cm | 6'2""",0,-,-,SC Freiburg,Switzerland
Sean Scannell,68,ST,,0,4,3,81,66,60,75,53,51,"175cm | 5'9""",0,-,-,Crystal Palace,Republic of Ireland
Jan-Arie van der Heijden,68,CDM,,0,2,3,51,64,69,64,69,58,"185cm | 6'1""",0,-,-,Vitesse,Netherlands
Geoff Cameron,68,CB,,0,3,3,75,63,65,66,72,78,"191cm | 6'3""",0,-,-,Houston Dynamo,United States
Raphael Wolf,68,GK,,0,1,3,71,62,60,74,51,68,"190cm | 6'3""",0,-,-,KSV Superfund,Germany
Freddie Sears,68,RM,,0,3,4,80,67,55,73,47,55,"170cm | 5'7""",0,-,-,West Ham United,England
Georgie Welcome,68,ST,,0,3,3,77,65,42,64,56,58,"193cm | 6'4""",0,-,-,Atlas,Honduras
Will Buckley,68,RM,,0,2,2,83,58,53,69,50,60,"183cm | 6'0""",0,-,-,Brighton &amp; Hove Albion,England
Abraham Darío Carreño,68,ST,,0,2,3,70,65,50,67,48,65,"188cm | 6'2""",0,-,-,Monterrey,Mexico
Francisco Acuña,68,RM,,0,4,3,82,57,62,72,39,54,"165cm | 5'5""",0,-,-,Tigres U.A.N.L.,Mexico
Kalú Gastelum,68,CDM,,0,2,3,62,55,60,64,68,64,"173cm | 5'8""",0,-,-,Monarcas Morelia,Mexico
Antônio Rogério Silva Oliveira,68,CAM,,0,4,3,88,67,70,77,50,68,"177cm | 5'10""",0,-,-,Chunnam Dragons,Brazil
David Meyler,68,CM,,0,2,3,68,60,73,65,70,68,"190cm | 6'3""",0,-,-,Sunderland,Republic of Ireland
Kanu,68,CAM,,0,3,2,68,67,63,72,62,68,"190cm | 6'3""",0,-,-,RSC Anderlecht,Brazil
Grzegorz Sandomierski,68,GK,,0,1,3,77,64,67,72,55,61,"196cm | 6'5""",0,-,-,KRC Genk,Poland
Thomas Oar,68,LM,,0,3,2,89,66,60,65,39,62,"169cm | 5'7""",0,-,-,FC Utrecht,Australia
Valery Nahayo,68,CB,,0,2,3,74,48,51,49,72,73,"190cm | 6'3""",0,-,-,KAA Gent,Burundi
Bongani Khumalo,68,CB,,0,2,3,75,22,21,30,71,74,"188cm | 6'2""",0,-,-,Reading,South Africa
Fábio do Passo Faria,68,CB,,0,2,3,55,48,62,54,73,64,"190cm | 6'3""",0,-,-,Paços Ferreira,Portugal
Marco Pappa,68,LM,,0,4,2,79,69,61,71,51,49,"175cm | 5'9""",0,-,-,Chicago Fire,Guatemala
Thiago Rangel Cionek,68,CB,,0,2,2,75,30,49,41,71,62,"184cm | 6'0""",0,-,-,Jagiellonia Białystok,Brazil
João Aurélio,68,RM,,0,3,3,73,64,64,69,67,68,"185cm | 6'1""",0,-,-,CD Nacional,Portugal
Tunay Torun,68,CF,,0,3,4,74,62,61,73,44,64,"181cm | 5'11""",0,-,-,Hertha BSC,Turkey
Tom Hateley,68,CDM,,0,3,2,68,59,66,68,68,67,"180cm | 5'11""",0,-,-,Motherwell,England
Deniz Naki,68,LW,,0,4,4,77,61,64,72,46,61,"176cm | 5'9""",0,-,-,FC St. Pauli,Germany
Junior Stanislas,68,RM,,0,2,3,83,66,60,73,46,46,"183cm | 6'0""",0,-,-,Burnley,England
Ben Mee,68,CB,,0,2,3,69,44,52,47,70,77,"180cm | 5'11""",0,-,-,Burnley,England
Éder,68,ST,,0,2,3,72,60,48,66,58,65,"188cm | 6'2""",0,-,-,Académica Coimbra,Guinea Bissau
Igor Martínez Caseras,68,RW,,0,3,3,74,66,65,72,48,58,"170cm | 5'7""",0,-,-,Athletic Club de Bilbao,Spain
Daniel Opare,68,RB,,0,2,4,90,53,66,70,66,69,"174cm | 5'9""",0,-,-,Standard de Liège,Ghana
Reynaldo Dos Santos Silva,68,RM,,0,4,4,82,61,59,75,38,53,"172cm | 5'8""",0,-,-,RSC Anderlecht,Brazil
Stefan Frei,68,GK,,0,1,2,71,68,72,70,42,68,"191cm | 6'3""",0,-,-,Toronto FC,Switzerland
Benjamin André,68,RM,,0,3,3,80,54,59,71,47,47,"177cm | 5'10""",0,-,-,AC Ajaccio,France
Jan Kirchhoff,68,CB,,0,2,3,54,40,64,42,71,69,"195cm | 6'5""",0,-,-,1. FSV Mainz 05,Germany
Werley Ananias da Silva,68,CB,,0,2,3,75,45,51,50,73,58,"184cm | 6'0""",0,-,-,Atlético Mineiro,Brazil
Tolgay Arslan,68,CAM,,0,3,4,77,67,59,70,41,54,"180cm | 5'11""",0,-,-,Hamburger SV,Germany
François Affolter,68,CB,,0,2,3,73,41,60,59,70,68,"186cm | 6'1""",0,-,-,BSC Young Boys,Switzerland
Jóhann Berg Gudmundsson,68,LW,,0,3,3,77,64,56,69,48,50,"186cm | 6'1""",0,-,-,AZ Alkmaar,Iceland
Tripy Makonda,68,LB,,0,3,3,79,58,68,70,67,56,"180cm | 5'11""",0,-,-,Stade Brestois 29,France
Sang Wun Han,68,CAM,,0,3,3,71,68,63,64,54,66,"182cm | 6'0""",0,-,-,Busan I'Park,Korea Republic
Wesley Barbosa De Morais,68,CF,,0,2,2,76,67,60,72,49,69,"175cm | 5'9""",0,-,-,Atlético Mineiro,Brazil
Andrea Bertolacci,68,CM,,0,2,3,68,59,73,66,64,69,"179cm | 5'10""",0,-,-,Lecce,Italy
Rene Krhin,68,CM,,0,3,4,58,59,70,67,66,61,"189cm | 6'2""",0,-,-,Bologna,Slovenia
Patric Cabral Lalau,68,RB,,0,3,3,85,60,64,77,69,64,"172cm | 5'8""",0,-,-,Atlético Mineiro,Brazil
Shkodran Mustafi,68,CB,,0,2,3,68,51,49,36,68,77,"184cm | 6'0""",0,-,-,Everton,Germany
Nwankwo Obiora,68,CDM,,0,2,3,71,39,63,64,68,68,"183cm | 6'0""",0,-,-,Parma,Nigeria
Florian Trinks,68,CAM,,0,3,3,69,65,64,70,49,63,"185cm | 6'1""",0,-,-,Werder Bremen,Germany
Lennart Thy,68,ST,,0,3,3,74,66,56,73,48,64,"184cm | 6'0""",0,-,-,Werder Bremen,Germany
Héctor Rodas,68,CB,,0,2,3,50,52,55,47,75,60,"190cm | 6'3""",0,-,-,Levante Unión Deportiva S.A.D.,Spain
Andreas Luthe,68,GK,,0,1,2,68,63,64,75,45,68,"194cm | 6'4""",0,-,-,VfL Bochum,Germany
Tongo Doumbia,68,CDM,,0,3,3,72,55,67,67,70,76,"192cm | 6'4""",0,-,-,Stade Rennais FC,France
Mateusz Klich,68,CAM,,0,3,4,61,60,70,68,50,58,"183cm | 6'0""",0,-,-,VfL Wolfsburg,Poland
Diego Renan de Lima Ferreira,68,LB,,0,3,4,74,65,70,71,70,58,"172cm | 5'8""",0,-,-,Cruzeiro,Brazil
Diego Chaves,68,ST,,0,3,2,68,65,39,69,46,63,"178cm | 5'10""",0,-,-,Chicago Fire,Uruguay
Pierrick Cros,68,GK,,0,1,3,71,65,62,77,37,69,"185cm | 6'1""",0,-,-,FC Sochaux-Montbéliard,France
Aleksandar Ignjovski,68,CDM,,0,3,4,74,56,66,66,68,61,"175cm | 5'9""",0,-,-,Werder Bremen,Serbia
Ruud Boymans,68,ST,,0,2,3,51,67,50,54,56,65,"188cm | 6'2""",0,-,-,AZ Alkmaar,Netherlands
Alexandre Lacazette,68,ST,,0,4,3,80,65,62,71,47,60,"175cm | 5'9""",0,-,-,Olympique Lyonnais,France
Nick Viergever,68,CB,,0,2,3,66,50,66,64,69,63,"182cm | 6'0""",0,-,-,AZ Alkmaar,Netherlands
Žarko Tomaševic,68,CB,,0,2,5,66,55,65,66,72,64,"188cm | 6'2""",0,-,-,CD Nacional,Montenegro
Adam Matthews,68,RB,,0,2,3,79,56,65,61,70,64,"178cm | 5'10""",0,-,-,Celtic,Wales
André Pinto,68,CB,,0,2,2,53,52,48,45,76,57,"193cm | 6'4""",0,-,-,S.C. Olhanense,Portugal
Jukka Raitala,68,LB,,0,2,4,68,36,60,59,68,70,"181cm | 5'11""",0,-,-,Club Atlético Osasuna,Finland
Giacomo Brichetto,68,GK,,0,1,2,70,67,60,70,34,70,"194cm | 6'4""",0,-,-,Palermo,Italy
Tomoaki Makino,68,RB,,0,2,4,65,38,62,64,68,72,"182cm | 6'0""",0,-,-,1. FC Köln,Japan
Pablo Herrera,68,RM,,0,4,4,81,65,58,75,65,52,"167cm | 5'6""",0,-,-,Aalesunds FK,Costa Rica
Luca Marrone,68,CDM,,0,3,3,64,55,68,65,70,65,"186cm | 6'1""",0,-,-,Juventus,Italy
Gonzalo Jara,68,CDM,,0,2,3,72,45,62,57,69,71,"178cm | 5'10""",0,-,-,West Bromwich Albion,Chile
Craig Dawson,68,CB,,0,2,2,68,32,36,34,68,75,"188cm | 6'2""",0,-,-,West Bromwich Albion,England
Johan Martial,68,CB,,0,2,3,58,29,56,45,69,69,"184cm | 6'0""",0,-,-,Stade Brestois 29,France
Antonio Ferreira,68,CB,,0,3,3,81,60,65,58,70,65,"191cm | 6'3""",0,-,-,Terek Grozny,Brazil
Jamie Ness,68,CM,,0,3,3,73,53,69,69,68,70,"177cm | 5'10""",0,-,-,Rangers,Scotland
Mirkan Aydin,68,ST,,0,2,4,72,66,53,68,53,68,"188cm | 6'2""",0,-,-,VfL Bochum,Germany
Chaher Zarour,68,CB,,0,2,3,54,28,51,41,72,71,"188cm | 6'2""",0,-,-,Dijon FCO,France
Charlie Austin,68,ST,,0,2,3,80,65,22,60,51,70,"188cm | 6'2""",0,-,-,Burnley,England
Brou Benjamin Angoua,68,CB,,0,2,3,67,37,58,45,71,73,"183cm | 6'0""",0,-,-,Valenciennes FC,Ivory Coast
Juan Agudelo,68,ST,,0,3,3,80,64,47,71,54,72,"185cm | 6'1""",0,-,-,New York Red Bulls,United States
Ibrahima Baldé,68,ST,,0,3,2,72,65,34,58,55,78,"187cm | 6'2""",0,-,-,Club Atlético Osasuna,Senegal
Teal Bunbury,68,ST,,0,3,3,80,65,47,68,56,74,"188cm | 6'2""",0,-,-,Kansas City Wizards,United States
Diego Fabbrini,68,LW,,0,4,3,75,62,64,69,52,55,"181cm | 5'11""",0,-,-,Udinese,Italy
Giulio Donati,68,RB,,0,2,2,71,51,66,60,69,65,"178cm | 5'10""",0,-,-,Padua,Italy
Denis Alibec,68,ST,,0,2,3,65,64,47,63,51,69,"180cm | 5'11""",0,-,-,KV Mechelen,Romania
Esteban Alvarado,68,GK,,0,1,2,67,71,70,73,45,62,"193cm | 6'4""",0,-,-,AZ Alkmaar,Costa Rica
Josuha Guilavogui,68,CDM,,0,2,3,69,41,57,42,72,68,"192cm | 6'4""",0,-,-,A.S. Saint-Etienne,France
Greg Cunningham,68,LB,,0,2,3,70,57,52,65,67,66,"183cm | 6'0""",0,-,-,Manchester City,Republic of Ireland
Petar Slišković,68,ST,,0,2,4,74,65,53,68,52,63,"193cm | 6'4""",0,-,-,FC St. Pauli,Croatia
Jorge Enríquez,68,CDM,,0,2,3,61,55,60,62,72,56,"189cm | 6'2""",0,-,-,Guadalajara,Mexico
Grant Hanley,68,CB,,0,2,3,64,34,53,34,69,72,"188cm | 6'2""",0,-,-,Blackburn Rovers,Scotland
Alexandru Ioniţă,68,ST,,0,3,4,68,65,51,61,50,69,"185cm | 6'1""",0,-,-,1. FC Köln,Romania
John Guidetti,68,ST,,0,3,3,74,66,54,69,52,65,"185cm | 6'1""",0,-,-,Feyenoord,Sweden
Glynor Plet,68,ST,,0,2,3,39,66,49,64,54,60,"194cm | 6'4""",0,-,-,Heracles Almelo,Netherlands
Jorge Miguel Feijoca Chula,68,LW,,0,4,4,83,59,59,73,32,40,"171cm | 5'7""",0,-,-,"União de Leiria, SAD",Portugal
Aras Özbiliz,68,RW,,0,4,4,87,65,50,76,44,52,"175cm | 5'9""",0,-,-,Ajax,Armenia
Jean Carlos Solórzano,68,ST,,0,3,3,84,62,43,70,53,58,"180cm | 5'11""",0,-,-,Melbourne Victory FC,Costa Rica
Vujadin Savić,68,CB,,0,2,3,40,32,50,46,71,74,"193cm | 6'4""",0,-,-,Girondins de Bordeaux,Serbia
Ibrahima Conté,68,RW,,0,3,4,79,56,60,75,42,51,"174cm | 5'9""",0,-,-,KAA Gent,Guinea
Darren McGregor,68,CB,,0,2,3,67,18,47,45,75,71,"183cm | 6'0""",0,-,-,St. Mirren,Scotland
Bit Garam Yoon,68,CM,,0,4,4,69,68,68,66,59,51,"178cm | 5'10""",0,-,-,GyeongNam FC,Korea Republic
Bashkim Kadrii,68,ST,,0,3,4,86,62,46,71,45,61,"176cm | 5'9""",0,-,-,Odense Boldklub,Denmark
Ermin Bicakcic,68,CB,,0,2,3,68,40,52,36,72,70,"185cm | 6'1""",0,-,-,VfB Stuttgart,Germany
Jon Flanagan,68,RB,,0,2,3,76,30,60,46,70,58,"179cm | 5'10""",0,-,-,Liverpool,England
Leigh Griffiths,68,ST,,0,3,3,74,68,62,67,43,62,"170cm | 5'7""",0,-,-,Hibernian,Scotland
Jean-Christophe Bahebeck,68,ST,,0,3,4,74,67,56,69,50,63,"182cm | 6'0""",0,-,-,Paris Saint-Germain,France
Diego Chará,68,CM,,0,3,4,71,63,62,66,64,58,"172cm | 5'8""",0,-,-,Portland,Colombia
Konstantinos Fortounis,68,CAM,,0,3,4,76,64,63,69,47,59,"182cm | 6'0""",0,-,-,1. FC Kaiserslautern,Greece
Romain Rocchi,67,CM,,0,3,3,61,67,65,70,61,65,"183cm | 6'0""",0,-,-,AC Arles Avignon,France
Christophe Landrin,67,CM,,0,3,3,73,62,73,72,64,61,"178cm | 5'10""",0,-,-,AC Arles Avignon,France
Salif Diao,67,CDM,,0,2,3,30,49,67,59,71,71,"183cm | 6'0""",0,-,-,Stoke City,Senegal
Timo Achenbach,67,LB,,0,2,3,68,65,66,66,69,66,"185cm | 6'1""",0,-,-,Alemannia Aachen,Germany
Jon Parkin,67,ST,,0,3,3,63,64,43,61,66,74,"193cm | 6'4""",0,-,-,Cardiff City,England
Bernard Mendy,67,RB,,0,2,3,87,52,58,60,69,68,"178cm | 5'10""",0,-,-,Odense Boldklub,France
Nabil Baha,67,ST,,0,3,3,69,66,52,64,53,77,"181cm | 5'11""",0,-,-,Sabadell FC,Morocco
Grégory Paisley,67,CB,,0,2,3,52,37,55,45,68,66,"184cm | 6'0""",0,-,-,En Avant de Guingamp,France
Thomas Stehle,67,CB,,0,2,3,54,49,56,54,68,75,"180cm | 5'11""",0,-,-,Alemannia Aachen,Germany
Vincenzo Italiano,67,CM,,0,2,3,57,67,70,62,61,58,"175cm | 5'9""",0,-,-,Padua,Italy
Khalid Sinouh,67,GK,,0,1,3,70,65,56,66,51,70,"192cm | 6'4""",0,-,-,PSV,Morocco
Mike Zonneveld,67,CM,,0,2,3,63,72,69,66,64,60,"180cm | 5'11""",0,-,-,NAC Breda,Netherlands
Santi Kolk,67,RW,,0,3,3,67,65,63,68,50,67,"180cm | 5'11""",0,-,-,NAC Breda,Netherlands
Miguel António Ferreira Pedro,67,RW,,0,4,3,79,57,62,70,46,53,"175cm | 5'9""",0,-,-,Santa Maria,Portugal
Emanuel J. Bonfim Evaristo,67,RW,,0,3,4,92,45,52,74,57,63,"171cm | 5'7""",0,-,-,Legia Warszawa,Portugal
Francisco Pérez Rufete,67,RM,,0,3,3,58,64,72,71,59,48,"176cm | 5'9""",0,-,-,Hércules Club de Fútbol S.A.D.,Spain
Nicolai Stokholm,67,CM,,0,2,3,59,67,71,56,70,70,"182cm | 6'0""",0,-,-,FC Nordsjælland,Denmark
José Saez,67,CM,,0,3,4,53,60,65,61,64,60,"170cm | 5'7""",0,-,-,Valenciennes FC,France
Laurent Delorge,67,RM,,0,2,2,76,58,67,64,63,56,"179cm | 5'10""",0,-,-,Roda JC,Belgium
Louis Carey,67,CB,,0,2,3,45,31,45,38,69,78,"178cm | 5'10""",0,-,-,Bristol City,Scotland
Timo Ochs,67,GK,,0,1,3,69,66,54,72,49,64,"189cm | 6'2""",0,-,-,TSV 1860 München,Germany
Mark Gower,67,CM,,0,2,3,53,61,69,63,64,56,"180cm | 5'11""",0,-,-,Swansea City,England
Goran Šukalo,67,CDM,,0,2,3,56,60,64,59,73,74,"193cm | 6'4""",0,-,-,MSV Duisburg,Slovenia
Stefan Wessels,67,GK,,0,1,3,72,64,53,71,52,64,"190cm | 6'3""",0,-,-,Odense Boldklub,Germany
Andreas Görlitz,67,RB,,0,2,3,68,58,66,68,67,64,"179cm | 5'10""",0,-,-,FC Ingolstadt 04,Germany
Luca Belingheri,67,RM,,0,2,3,73,60,66,66,62,61,"183cm | 6'0""",0,-,-,Livorno,Italy
Sascha Rösler,67,CF,,0,3,4,70,67,64,64,60,69,"185cm | 6'1""",0,-,-,Fortuna Düsseldorf,Germany
Nicolas Gillet,67,CB,,0,2,3,29,55,59,42,71,78,"188cm | 6'2""",0,-,-,Angers SCO,France
Altin Lala,67,CDM,,0,2,3,48,60,69,64,67,69,"172cm | 5'8""",0,-,-,Hannover 96,Albania
Florian Heller,67,ST,,0,3,3,68,63,69,73,66,69,"179cm | 5'10""",0,-,-,1. FSV Mainz 05,Germany
David Connolly,67,ST,,0,2,3,58,67,46,69,48,62,"175cm | 5'9""",0,-,-,Southampton,Republic of Ireland
John Oster,67,CM,,0,3,3,72,57,68,69,63,60,"175cm | 5'9""",0,-,-,Doncaster Rovers,Wales
Philipp Bönig,67,LB,,0,2,2,68,48,64,57,68,68,"178cm | 5'10""",0,-,-,VfL Bochum,Germany
Steve Simonsen,67,GK,,0,1,2,68,67,67,68,53,67,"188cm | 6'2""",0,-,-,Sheffield United,England
Michał Żewłakow,67,CB,,0,2,3,68,50,62,54,67,65,"182cm | 6'0""",0,-,-,Legia Warszawa,Poland
Alje Schut,67,CB,,0,2,3,32,36,48,30,75,60,"193cm | 6'4""",0,-,-,FC Utrecht,Netherlands
Andy Williams,67,CAM,,0,3,4,64,65,66,67,49,42,"173cm | 5'8""",0,-,-,Real Salt Lake,Jamaica
Karel Geraerts,67,CM,,0,2,3,60,65,65,55,71,69,"186cm | 6'1""",0,-,-,OHL,Belgium
Matt Reis,67,GK,,0,1,4,70,64,72,67,60,64,"185cm | 6'1""",0,-,-,New England Revolution,United States
Giacomo Tedesco,67,CM,,0,3,4,59,63,72,66,65,57,"176cm | 5'9""",0,-,-,Reggina,Italy
Michael Lamey,67,RB,,0,2,3,71,48,69,56,73,63,"186cm | 6'1""",0,-,-,Wisła Kraków,Netherlands
Iain Hume,67,CF,,0,3,3,83,67,64,68,54,74,"170cm | 5'7""",0,-,-,Preston North End,Canada
Carlos Edwards,67,RM,,0,4,4,74,63,61,73,63,58,"180cm | 5'11""",0,-,-,Ipswich Town,Trinidad &amp; Tobago
Brian Stock,67,CM,,0,3,3,65,67,68,66,62,59,"180cm | 5'11""",0,-,-,Doncaster Rovers,Wales
Frank Demouge,67,ST,,0,2,3,34,66,44,52,63,64,"190cm | 6'3""",0,-,-,FC Utrecht,Netherlands
David Generelo Miranda,67,CM,,0,3,4,57,67,71,57,67,52,"183cm | 6'0""",0,-,-,Elche Club de Fútbol S.A.D.,Spain
Juan Manuel Gómez Sánchez,67,RW,,0,3,2,69,60,66,67,56,52,"176cm | 5'9""",0,-,-,Real Betis Balompié S.A.D. ,Spain
Rui Orlando Ribeiro Santos Neto,67,CB,,0,2,4,51,52,52,43,72,73,"183cm | 6'0""",0,-,-,Académica Coimbra,Portugal
Jofre Mateu González,67,LW,,0,3,3,71,57,60,73,43,54,"171cm | 5'7""",0,-,-,Real Valladolid Club de Fútbol S.A.D.,Spain
Luís Filipe Rodrigues Fernandes,67,RB,,0,2,2,73,51,66,67,68,61,"182cm | 6'0""",0,-,-,S.C. Olhanense,Portugal
Hugo Miguel Fernandes Vieira,67,CB,,0,2,3,60,49,57,51,70,70,"182cm | 6'0""",0,-,-,SC Beira Mar,Portugal
Fitz Hall,67,CB,,0,2,3,55,42,49,57,69,75,"193cm | 6'4""",0,-,-,Queens Park Rangers,England
Martin Albrechtsen,67,CB,,0,2,4,68,47,52,52,70,71,"186cm | 6'1""",0,-,-,FC Midtjylland,Denmark
Julien Cardy,67,CDM,,0,2,3,68,51,71,67,59,64,"176cm | 5'9""",0,-,-,Tours FC,France
José Ramón Romero Urtasun,67,CB,,0,2,3,43,43,48,40,70,61,"185cm | 6'1""",0,-,-,Sociedad Deportiva Huesca S.A.D.,Spain
Egoitz Jaio Gabiola,67,CB,,0,2,3,52,36,44,39,71,63,"186cm | 6'1""",0,-,-,Club Deportivo Numancia de Soria S.A.D. ,Spain
Andreas Johansson,67,CDM,,0,2,3,55,58,66,51,68,70,"184cm | 6'0""",0,-,-,VfL Bochum,Sweden
Javier Baraja Vegas,67,CB,,0,2,3,58,61,65,59,68,68,"179cm | 5'10""",0,-,-,Real Valladolid Club de Fútbol S.A.D.,Spain
Robbie Russell,67,RB,,0,2,3,88,51,60,58,70,63,"180cm | 5'11""",0,-,-,Real Salt Lake,United States
Christian Vander,67,GK,,0,1,2,67,63,59,70,45,68,"195cm | 6'5""",0,-,-,Werder Bremen,Germany
Ibrahima Sonko,67,CB,,0,2,3,65,36,42,45,69,72,"191cm | 6'3""",0,-,-,Ipswich Town,Senegal
Bas Sibum,67,CM,,0,3,4,60,63,68,59,68,76,"180cm | 5'11""",0,-,-,Alemannia Aachen,Netherlands
Benjamin Gavanon,67,CM,,0,2,3,58,57,69,58,68,62,"180cm | 5'11""",0,-,-,Amiens SC,France
Oliver Barth,67,CB,,0,2,3,35,38,53,40,70,65,"188cm | 6'2""",0,-,-,SC Freiburg,Germany
Daniel Gygax,67,RW,,0,4,3,82,62,58,67,51,60,"179cm | 5'10""",0,-,-,FC Luzern,Switzerland
Ryan Stevenson,67,CAM,,0,3,4,67,65,63,67,64,68,"180cm | 5'11""",0,-,-,Heart of Midlothian,Scotland
Kevin Roelandts,67,CAM,,0,2,4,45,69,67,66,59,66,"185cm | 6'1""",0,-,-,OHL,Belgium
Jimmy Hempte,67,LB,,0,2,2,69,66,70,61,66,58,"180cm | 5'11""",0,-,-,Roda JC,Belgium
Xavier Margairaz,67,CM,,0,3,4,67,68,70,68,66,69,"185cm | 6'1""",0,-,-,FC Zürich,Switzerland
Davy De Beule,67,RM,,0,3,3,66,64,64,67,53,60,"180cm | 5'11""",0,-,-,Roda JC,Belgium
Casper Ankergren,67,GK,,0,1,1,70,59,57,76,55,63,"190cm | 6'3""",0,-,-,Brighton &amp; Hove Albion,Denmark
Chris Riggott,67,CB,,0,2,3,61,39,43,44,67,75,"183cm | 6'0""",0,-,-,Derby County,England
Jesús Capitán Prado,67,CAM,,0,3,4,57,58,72,70,52,45,"182cm | 6'0""",0,-,-,Xerez Club Deportivo S.A.D.,Spain
Kirk Broadfoot,67,RB,,0,2,4,70,32,62,57,71,64,"191cm | 6'3""",0,-,-,Rangers,Scotland
Michael Liendl,67,LM,,0,3,3,71,66,64,69,50,59,"175cm | 5'9""",0,-,-,FK Austria Wien,Austria
Barry Robson,67,CM,,0,3,3,61,71,72,70,67,73,"180cm | 5'11""",0,-,-,Middlesbrough,Scotland
David García de La Cruz,67,LB,,0,2,3,72,47,61,56,70,60,"178cm | 5'10""",0,-,-,Girona Fútbol Club S.A.D. ,Spain
Killian Overmeire,67,CDM,,0,2,4,69,59,66,60,70,70,"188cm | 6'2""",0,-,-,Sporting Lokeren OV,Belgium
Shung Hoon Jeong,67,ST,,0,3,4,56,66,50,63,58,81,"187cm | 6'2""",0,-,-,Jeonbuk Hyundai Motors,Korea Republic
Tae Uk Choi,67,RW,,0,3,4,81,59,63,66,54,56,"173cm | 5'8""",0,-,-,FC Seoul,Korea Republic
Brian Mullan,67,RM,,0,3,3,77,61,62,66,62,56,"173cm | 5'8""",0,-,-,Colorado Rapids,United States
Chi Gon Kim,67,CB,,0,2,4,53,51,57,49,70,75,"183cm | 6'0""",0,-,-,Gwangju Sangmu FC,Korea Republic
Hans Cornelis,67,RB,,0,2,3,67,60,66,63,65,62,"182cm | 6'0""",0,-,-,KSV Cercle Brugge,Belgium
Grégory Tafforeau,67,LB,,0,2,3,56,56,68,63,67,67,"175cm | 5'9""",0,-,-,Stade Malherbe Caen,France
Dominik Reinhardt,67,RB,,0,2,3,63,36,54,45,70,64,"188cm | 6'2""",0,-,-,FC Augsburg,Germany
David Sauget,67,RB,,0,3,3,60,38,66,60,66,63,"175cm | 5'9""",0,-,-,FC Sochaux-Montbéliard,France
Jiayi Shao,67,RM,,0,4,3,64,71,67,68,48,55,"188cm | 6'2""",0,-,-,MSV Duisburg,China PR
Callsen-Bracker,67,CDM,,0,2,3,60,34,60,46,72,65,"187cm | 6'2""",0,-,-,FC Augsburg,Germany
Peter Hlinka,67,CDM,,0,2,4,62,59,59,64,72,74,"191cm | 6'3""",0,-,-,FK Austria Wien,Slovakia
Iñaki Goitia Peña,67,GK,,0,1,3,73,71,63,66,45,62,"188cm | 6'2""",0,-,-,Real Betis Balompié S.A.D. ,Spain
Alexander Bugera,67,LB,,0,2,3,61,66,70,65,66,61,"180cm | 5'11""",0,-,-,1. FC Kaiserslautern,Germany
Jeroen Verhoeven,67,GK,,0,1,2,62,70,70,72,42,66,"197cm | 6'6""",0,-,-,Ajax,Netherlands
Necat Aygün,67,CB,,0,2,3,46,34,35,32,70,62,"190cm | 6'3""",0,-,-,TSV 1860 München,Turkey
Simone Rizzato,67,LM,,0,3,3,84,54,60,65,65,64,"174cm | 5'9""",0,-,-,Reggina,Italy
Lúcio Carlos Cajueiro Souza,67,LB,,0,3,2,82,60,72,70,64,59,"176cm | 5'9""",0,-,-,Grêmio,Brazil
Alessandro Parisi,67,LB,,0,2,2,59,63,65,61,69,62,"184cm | 6'0""",0,-,-,F. Torino,Italy
Jesper Jørgensen,67,CM,,0,2,4,68,66,56,67,62,51,"185cm | 6'1""",0,-,-,KAA Gent,Denmark
Jamal Campbell-Ryce,67,LW,,0,3,3,80,62,63,70,46,60,"170cm | 5'7""",0,-,-,Bristol City,Jamaica
Richard Foster,67,RB,,0,2,4,90,37,56,62,68,71,"176cm | 5'9""",0,-,-,Aberdeen,Scotland
Todd Dunivant,67,LB,,0,2,3,68,54,63,65,68,64,"183cm | 6'0""",0,-,-,Los Angeles Galaxy,United States
Gino Coutinho,67,GK,,0,1,2,70,63,65,72,55,64,"180cm | 5'11""",0,-,-,ADO Den Haag,Netherlands
Patrick McCarthy,67,CB,,0,2,3,65,32,35,36,70,77,"185cm | 6'1""",0,-,-,Crystal Palace,Republic of Ireland
David Fox,67,CM,,0,2,4,65,60,74,57,55,43,"175cm | 5'9""",0,-,-,Norwich City,England
Vladan Kujovic,67,GK,,0,1,3,65,67,68,66,59,70,"185cm | 6'1""",0,-,-,Club Brugge KV,Serbia
Helge Payer,67,GK,,0,1,3,67,65,64,70,60,69,"184cm | 6'0""",0,-,-,SK Rapid Wien,Austria
