Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,League,Country
Prudnikov,67,ST,Normal,700,2,2,M \ L,63,68,56,63,28,71,"185cm | 6'0""",0,349,1602,Anzhi Makhach.,Russian League,Russia
Karaer,67,LB,Normal,1.9K,2,2,M \ M,71,56,61,68,63,71,"185cm | 6'0""",0,390,1713,Gençlerbirliği,Süper Lig,Turkey
Ibarra,67,LM,Normal,200,4,3,H \ L,78,62,61,72,31,62,"175cm | 5'8""",0,366,1655,Minnesota United FC,MLS,United States
El Azzouzi,67,ST,Normal,950,3,4,H \ L,76,67,53,72,20,63,"177cm | 5'9""",0,351,1576,Ajax,Eredivisie,Morocco
Bozanic,67,CM,Normal,700,3,3,H \ M,75,64,66,68,56,58,"177cm | 5'9""",0,387,1785,Ventforet Kofu,Meiji Yasuda J1,Australia
Igboananike,67,ST,Normal,800,3,4,H \ L,90,65,50,69,29,61,"175cm | 5'8""",1,364,1647,Örebro SK,Allsvenskan,Nigeria
Keita,67,LM,Normal,3.2K,4,4,H \ M,83,67,59,69,30,60,"171cm | 5'7""",0,368,1704,Vålerenga,Tippeligaen,Norway
Cronin,67,CDM,Normal,300,3,3,M \ M,67,61,66,63,61,71,"178cm | 5'10""",0,389,1800,Minnesota United FC,MLS,United States
Miloc,67,CDM,Normal,400,2,3,M \ H,65,43,62,64,61,68,"177cm | 5'9""",0,363,1643,Temperley,Primera División,Argentina
Alexander,67,ST,Normal,700,2,3,M \ M,78,64,53,68,24,56,"190cm | 6'2""",12,343,1519,Bor. Dortmund,Bundesliga,Sweden
Aymen,67,RM,Normal,400,4,3,M \ M,69,60,59,75,53,63,"188cm | 6'2""",0,379,1673,Eint. Frankfurt,Bundesliga,Morocco
Gabriel,67,CB,Normal,800,2,2,L \ H,66,34,41,43,68,70,"191cm | 6'3""",0,322,1359,LOSC Lille,Ligue 1,Brazil
Skarz,67,LB,Normal,500,2,3,M \ M,69,36,57,58,66,72,"183cm | 6'0""",0,358,1635,Bury,Football League,England
Ibini,67,RM,Normal,700,3,4,H \ M,84,64,59,68,46,61,"187cm | 6'1""",1,382,1654,Whitecaps FC,MLS,Australia
Toro,67,CB,Normal,200,2,2,M \ H,75,30,47,62,68,65,"176cm | 5'9""",0,347,1524,CD Palestino,Camp. Scotiabank,Chile
Dursun,67,CB,Normal,3K,2,2,M \ H,67,39,56,60,67,81,"188cm | 6'2""",0,370,1639,Galatasaray SK,Süper Lig,Turkey
Alex,67,ST,Normal,200,3,3,M \ M,74,64,59,70,36,60,"179cm | 5'10""",0,363,1674,Silkeborg IF,Alka Superliga,Brazil
Escoboza,67,LM,Normal,800,3,4,H \ L,74,66,63,70,33,65,"170cm | 5'6""",0,371,1724,Puebla,LIGA Bancomer MX,Mexico
Sagal,67,ST,Normal,800,3,3,M \ M,75,64,61,65,59,70,"179cm | 5'10""",0,394,1736,Pachuca,LIGA Bancomer MX,Chile
Kay,67,CB,Normal,250,2,3,M \ M,52,54,54,53,66,70,"180cm | 5'10""",0,349,1638,Port Vale,Football League,England
Pawlowski,67,LM,Normal,200,4,3,M \ L,83,60,61,72,22,52,"178cm | 5'10""",0,350,1587,Zagłębie Lubin,Ekstraklasa,Poland
Bourigeaud,67,CM,Normal,300,2,3,M \ M,67,59,67,66,54,60,"177cm | 5'9""",0,373,1715,Stade Rennais,Ligue 1,France
Borja,67,LM,Normal,200,2,2,H \ M,87,48,60,65,60,65,"179cm | 5'10""",0,385,1696,Cortuluá,Liga Dimayor,Colombia
Álvarez,67,LM,Normal,200,2,2,M \ L,87,58,60,71,29,63,"176cm | 5'9""",0,368,1606,Necaxa,LIGA Bancomer MX,Mexico
Rivieyran,67,RB,Normal,200,2,3,H \ M,74,43,56,61,64,68,"172cm | 5'7""",0,366,1671,Cham. Niortais,Domino's Ligue 2,France
Amoo,67,RM,Normal,300,3,3,H \ M,93,60,58,68,41,68,"178cm | 5'10""",0,388,1688,Cambridge Utd,Football League 2,England
Koppers,67,LB,Normal,200,2,2,H \ M,67,43,60,67,67,66,"179cm | 5'10""",0,370,1702,PEC Zwolle,Eredivisie,Netherlands
Rherras,67,LB,Normal,4.5K,2,5,M \ M,82,61,57,66,64,71,"183cm | 6'0""",0,401,1784,KV Mechelen,Pro League,Morocco
Francisco Ramos,67,CM,Normal,1.4K,3,3,M \ M,64,52,62,68,62,67,"181cm | 5'11""",0,375,1721,Vit. Guimarães,LIGA NOS,Portugal
Barriga,67,LB,Normal,900,2,3,H \ M,74,63,67,68,59,68,"175cm | 5'8""",0,399,1831,CD Antofagasta,Camp. Scotiabank,Chile
Prömel,67,CDM,Normal,200,2,4,M \ M,64,49,62,63,63,67,"183cm | 6'0""",0,368,1665,Union Berlin,Bundesliga 2,Germany
Kim Jae Sung,67,CM,Normal,200,2,4,M \ M,75,61,67,65,60,66,"180cm | 5'10""",0,394,1832,Jeonnam Dragons,K LEAGUE Classic,Korea Republic
Mall,67,GK,Normal,8.5K,1,3,M \ M,67,63,61,74,43,62,"193cm | 6'3""",0,370,678,Darmstadt,Bundesliga,Switzerland
Fisker,67,RM,Normal,500,2,2,H \ M,64,63,66,69,30,64,"170cm | 5'6""",0,356,1653,Brøndby IF,Alka Superliga,Denmark
Lala,67,RB,Normal,1.5K,2,3,H \ L,72,39,56,64,64,71,"178cm | 5'10""",1,366,1618,RC Strasbourg,Domino's Ligue 2,France
Piatek,67,CDM,Normal,200,2,2,M \ M,69,65,66,68,59,71,"180cm | 5'10""",0,398,1809,Termalica Bruk-Bet Nieciecza,Ekstraklasa,Poland
Thiel,67,LM,Normal,300,3,3,M \ M,73,65,63,68,30,64,"187cm | 6'1""",0,363,1620,Heidenheim,Bundesliga 2,Germany
Chrapek,67,CM,Normal,200,3,3,M \ M,61,61,66,68,60,56,"175cm | 5'8""",0,372,1705,Śląsk Wrocław,Ekstraklasa,Poland
Thompson,67,CB,Normal,350,2,2,M \ H,75,38,54,62,63,77,"173cm | 5'8""",0,369,1622,Portsmouth,Football League 2,England
Schouterden,67,LM,Normal,500,3,3,M \ M,79,58,64,68,41,63,"176cm | 5'9""",0,373,1727,KAS Eupen,Pro League,Belgium
Mares,67,LB,Normal,200,2,3,M \ M,75,59,67,67,62,57,"169cm | 5'6""",0,387,1822,Veracruz,LIGA Bancomer MX,Mexico
Martinez,67,LB,Normal,450,2,2,M \ M,71,41,56,57,65,70,"182cm | 5'11""",1,360,1623,RC Strasbourg,Domino's Ligue 2,France
Farkas,67,RB,Normal,200,2,3,H \ M,83,60,62,66,62,70,"177cm | 5'9""",0,403,1771,RB Salzburg,O. Bundesliga,Austria
Anderson,67,RM,Normal,350,3,3,H \ H,80,60,65,66,45,62,"175cm | 5'8""",0,378,1718,Mansfield Town,Football League 2,England
Gerkens,67,CM,Normal,550,2,3,L \ M,48,52,66,65,62,62,"180cm | 5'10""",0,355,1663,RSC Anderlecht,Pro League,Belgium
Smallwood,67,CDM,Normal,750,2,3,M \ H,63,51,60,61,67,70,"180cm | 5'10""",0,372,1696,Blackburn Rvrs,EFL Championship,England
Söder,67,ST,Normal,5K,2,3,M \ M,72,64,59,68,31,62,"177cm | 5'9""",0,356,1648,Sport. Lokeren,Pro League,Sweden
Farfán,67,RM,Normal,300,4,2,H \ M,91,59,61,68,32,55,"174cm | 5'8""",0,366,1609,Deportes Temuco,Camp. Scotiabank,Chile
Morioka,67,CAM,Normal,750,3,3,M \ M,72,60,61,68,34,54,"180cm | 5'10""",0,349,1555,Waasl.-Beveren,Pro League,Japan
Jeong Seung Hyeon,67,CB,Normal,900,2,4,L \ H,42,24,39,36,68,69,"189cm | 6'2""",0,278,1311,Sagan Tosu,Meiji Yasuda J1,Korea Republic
Peeters,67,CAM,Normal,1.4K,3,4,M \ M,67,59,71,67,52,62,"188cm | 6'2""",0,378,1777,SM Caen,Ligue 1,Belgium
Schröck,67,CM,Normal,1K,2,3,M \ M,63,48,62,62,62,71,"186cm | 6'1""",0,368,1628,FC Ingolstadt,Bundesliga,Germany
Hiariej,67,CDM,Normal,200,2,4,M \ M,71,57,67,67,62,69,"178cm | 5'10""",0,393,1819,Central Coast,Hyundai A-League,Netherlands
Boyd,67,LW,Normal,200,2,3,M \ H,87,58,51,70,18,58,"170cm | 5'6""",0,342,1505,Tondela,LIGA NOS,New Zealand
Oyewole,67,CB,Normal,0,2,3,H \ M,60,42,52,47,66,74,"188cm | 6'2""",0,341,1545,FC Ural,Russian League,Russia
Sørloth,67,ST,Normal,200,2,3,M \ M,69,67,55,59,25,71,"194cm | 6'4""",0,346,1551,FC Midtjylland,Alka Superliga,Norway
Thoelke,67,CB,Normal,450,2,3,M \ M,53,33,45,56,67,70,"191cm | 6'3""",0,324,1426,Hamburger SV,Bundesliga,Germany
Pelé,67,LW,Normal,800,2,2,M \ M,77,54,64,70,36,45,"169cm | 5'6""",0,346,1582,ES Troyes,Domino's Ligue 2,France
Avinel,67,CB,Normal,750,2,3,M \ M,72,46,48,42,64,80,"180cm | 5'10""",0,352,1574,AC Ajaccio,Domino's Ligue 2,France
Valdez,67,CM,Normal,900,3,3,H \ H,69,61,65,63,63,70,"171cm | 5'7""",0,391,1769,Veracruz,LIGA Bancomer MX,Mexico
Boyce,67,ST,Normal,200,3,3,M \ L,71,68,47,62,26,78,"184cm | 6'0""",0,352,1601,Burton Albion,EFL Championship,Northern Ireland
Nizzetto,67,CM,Normal,200,2,3,M \ M,70,61,66,71,47,59,"176cm | 5'9""",0,374,1733,Virtus Entella,Calcio B,Italy
Luis Ruiz,67,LB,Normal,200,2,3,M \ M,73,34,51,61,65,65,"181cm | 5'11""",0,349,1549,CD Lugo,Liga Adelante,Spain
Venegas,67,CB,Normal,500,2,3,M \ H,51,45,54,54,64,79,"184cm | 6'0""",0,347,1543,Puebla,LIGA Bancomer MX,Mexico
Iriondo,67,LB,Normal,650,2,3,M \ M,82,53,58,67,62,66,"167cm | 5'5""",0,388,1785,Granada CF,LaLiga Santander ,Spain
Afonin,67,CDM,Normal,250,2,3,M \ H,68,55,65,56,67,57,"176cm | 5'9""",0,368,1759,Anzhi Makhach.,Russian League,Uzbekistan
Gogia,67,RW,Normal,200,3,4,M \ M,73,61,62,72,28,57,"177cm | 5'9""",0,353,1654,Union Berlin,Bundesliga 2,Germany
Alejandro Rodríguez,67,ST,Normal,0,3,2,H \ L,77,67,49,66,31,59,"180cm | 5'10""",0,349,1595,Chievo Verona,Calcio A,Spain
Paolucci,67,CM,Normal,200,3,3,M \ M,72,58,65,68,56,63,"176cm | 5'9""",0,382,1730,Terni,Calcio B,Italy
Antoñito,67,RB,Normal,200,3,3,H \ M,84,50,59,60,60,72,"173cm | 5'8""",0,385,1762,Real Valladolid,Liga Adelante,Spain
Alkiliç,67,RB,Normal,500,3,3,M \ M,83,61,56,70,61,68,"177cm | 5'9""",0,399,1777,Alanyaspor,Süper Lig,Turkey
Schoppenhauer,67,CB,Normal,200,2,3,M \ M,56,27,38,45,68,68,"185cm | 6'0""",0,302,1363,FC St. Pauli,Bundesliga 2,Germany
Grant,67,CM,Normal,600,2,3,M \ M,65,60,69,70,56,68,"176cm | 5'9""",1,388,1776,Everton,Premier League,England
McLaughlin,67,RB,Normal,200,2,3,M \ M,69,42,56,62,64,67,"183cm | 6'0""",0,360,1635,Millwall,Football League,Northern Ireland
Rakels,67,RM,Normal,200,3,4,H \ M,74,65,57,69,27,72,"179cm | 5'10""",0,364,1661,Lech Poznań,Ekstraklasa,Latvia
Kempe,67,LB,Normal,200,2,3,M \ M,72,38,56,61,68,73,"187cm | 6'1""",0,368,1652,Aue,Bundesliga 2,Germany
Wydra,67,CDM,Normal,200,2,3,M \ M,70,63,62,66,64,68,"185cm | 6'0""",0,393,1773,Aue,Bundesliga 2,Austria
Flores,67,LB,Normal,200,2,2,M \ M,77,30,57,63,66,71,"178cm | 5'10""",0,364,1569,San Luis de Quillota,Camp. Scotiabank,Chile
Rodríguez,67,LB,Normal,200,2,3,M \ M,75,40,53,66,66,65,"174cm | 5'8""",0,365,1663,Atl. Bucaramanga,Liga Dimayor,Colombia
Saville,67,CM,Normal,200,2,3,M \ M,66,59,65,63,66,68,"183cm | 6'0""",0,387,1771,Millwall,Football League,England
Poblete,67,CDM,Normal,1.8K,2,3,M \ M,68,46,65,64,60,67,"173cm | 5'8""",0,370,1676,FC Metz,Ligue 1,Argentina
Kastaneer,67,LW,Normal,2K,2,3,M \ M,83,64,52,68,33,65,"185cm | 6'0""",0,365,1569,1. FC K'lautern,Bundesliga 2,Netherlands Antilles
Rivera,67,LM,Normal,200,3,4,M \ M,70,60,63,67,24,58,"174cm | 5'8""",0,342,1546,Águilas Doradas,Liga Dimayor,Colombia
Hugo Álvarez,67,CB,Normal,200,2,3,M \ M,71,35,48,52,68,66,"183cm | 6'0""",0,340,1563,AD Alcorcón,Liga Adelante,Spain
Lores Varela,67,LW,Normal,200,4,3,M \ L,81,56,59,71,31,53,"182cm | 5'11""",0,351,1527,Ascoli,Calcio B,Uruguay
Jeffrén,67,RM,Normal,200,3,5,M \ L,75,58,65,72,43,53,"173cm | 5'8""",0,366,1718,Grasshopper,Raiffeisen SL,Venezuela
Siebenhandl,67,GK,Normal,200,1,3,M \ M,67,64,69,69,45,62,"185cm | 6'0""",0,376,826,SK Sturm Graz,O. Bundesliga,Austria
Pulido,67,CB,Normal,200,2,3,H \ M,47,33,52,45,66,69,"185cm | 6'0""",0,312,1453,SD Huesca,Liga Adelante,Spain
Julián,67,GK,Normal,200,1,3,M \ M,63,66,74,60,33,72,"196cm | 6'5""",0,368,752,Wisła Kraków,Ekstraklasa,Spain
Isgrove,67,RM,Normal,600,3,4,M \ M,87,51,58,69,33,60,"178cm | 5'10""",0,358,1578,Barnsley,EFL Championship,Wales
Maikel Mesa,67,CM,Normal,200,2,3,M \ L,61,62,63,65,50,66,"183cm | 6'0""",0,367,1632,Gimnàstic,Liga Adelante,Spain
Kanno,67,CAM,Normal,1.2K,3,3,H \ M,72,61,64,68,58,78,"191cm | 6'3""",0,401,1782,Al-Hilal,ALJ League,Saudi Arabia
Kragl,67,LM,Normal,4.5K,3,3,H \ M,74,64,63,66,59,73,"180cm | 5'10""",0,399,1816,Crotone,Calcio A,Germany
Santamaría,67,GK,Normal,200,1,3,M \ M,67,75,58,59,48,66,"183cm | 6'0""",0,373,777,CF Reus Deportiu,Liga Adelante,Spain
Bentancur,67,CM,Normal,400,3,3,M \ M,65,52,64,66,54,66,"178cm | 5'10""",1,367,1671,Juventus,Calcio A,Uruguay
Dursun,67,CB,Normal,1.2K,2,2,M \ H,67,39,56,60,67,81,"188cm | 6'2""",0,370,1639,Antalyaspor,Süper Lig,Turkey
Allan,67,CM,Normal,350,3,3,M \ L,68,55,66,73,50,63,"179cm | 5'10""",0,375,1739,Dundee FC,Scottish Prem,Scotland
Piesinger,67,CDM,Normal,300,2,3,H \ M,59,56,52,58,66,77,"192cm | 6'3""",0,368,1600,SCR Altach,O. Bundesliga,Austria
Abraham,67,ST,Normal,450,2,3,M \ M,78,66,49,61,26,64,"190cm | 6'2""",0,344,1509,Swansea City,Premier League,England
Adeyemi,67,CM,Normal,1.2K,3,3,M \ M,73,56,59,64,59,76,"185cm | 6'0""",0,387,1698,Ipswich Town,EFL Championship,England
Browning,67,RB,Normal,350,2,3,M \ M,73,34,47,54,68,66,"181cm | 5'11""",0,342,1482,Sunderland,Premier League,England
Castillo,67,CDM,Normal,200,2,3,L \ M,71,50,62,60,64,71,"175cm | 5'8""",0,378,1745,Atlético Huila,Liga Dimayor,Colombia
Saïd,67,LW,Normal,950,3,2,M \ L,78,64,58,72,22,45,"171cm | 5'7""",1,339,1528,Dijon FCO,Ligue 1,France
El Azzouzi,67,ST,Normal,300,3,4,H \ L,76,67,53,72,20,63,"177cm | 5'9""",0,351,1576,Excelsior,Eredivisie,Morocco
Broadfoot,67,CB,Normal,200,2,3,M \ M,31,28,51,51,66,75,"191cm | 6'3""",0,302,1349,Kilmarnock,Scottish Prem,Scotland
Igor Martínez,67,RM,Normal,200,3,3,M \ M,73,63,63,71,52,58,"169cm | 5'6""",0,380,1768,CD Mirandés,Liga Adelante,Spain
Sloth,67,CM,Normal,200,2,4,M \ M,67,63,62,68,57,57,"181cm | 5'11""",0,374,1661,Silkeborg IF,Alka Superliga,Denmark
Ngamukol,67,ST,Normal,400,3,4,H \ M,92,64,50,67,30,57,"178cm | 5'10""",0,360,1582,Stade Reims,Domino's Ligue 2,Equatorial Guinea
Briceño,67,CB,Normal,200,2,3,M \ M,56,26,40,44,69,66,"180cm | 5'10""",0,301,1353,Al. Petrolera,Liga Dimayor,Colombia
Carlos Blanco,67,CB,Normal,200,2,3,M \ M,60,37,37,49,71,62,"188cm | 6'2""",0,316,1435,Gimnàstic,Liga Adelante,Spain
Àlex López,67,ST,Normal,200,3,3,H \ M,66,62,51,65,28,67,"187cm | 6'1""",0,339,1528,RCD Mallorca,Liga Adelante,Spain
Deyvison,67,CB,Normal,400,2,2,L \ H,58,33,35,42,67,71,"187cm | 6'1""",0,306,1361,FC Arouca,LIGA NOS,Brazil
Aleix Febas,67,CM,Normal,300,3,3,M \ M,66,60,69,67,49,58,"171cm | 5'7""",0,369,1732,Real Zaragoza,Liga Adelante,Spain
Leudo,67,CDM,Normal,300,2,3,L \ M,47,42,53,56,67,81,"182cm | 5'11""",0,346,1585,Atlético Huila,Liga Dimayor,Colombia
Fallata,67,ST,Normal,600,3,3,H \ L,80,64,51,62,29,64,"179cm | 5'10""",0,350,1602,Al-Hilal,ALJ League,Saudi Arabia
Ebanks-Landell,67,CB,Normal,200,2,3,M \ M,67,48,51,55,66,73,"188cm | 6'2""",0,360,1563,MK Dons,Football League,England
Burbano,67,CAM,Normal,300,3,3,H \ L,86,65,57,70,24,62,"170cm | 5'6""",0,364,1611,Águilas Doradas,Liga Dimayor,Colombia
Makhedjouf,67,CAM,Normal,200,2,3,M \ M,64,60,66,67,55,75,"187cm | 6'1""",0,387,1778,Tours FC,Domino's Ligue 2,Algeria
Ariyibi,67,RM,Normal,300,4,5,H \ L,92,51,54,72,32,58,"185cm | 6'0""",0,359,1555,MK Dons,Football League,United States
Stewart,67,RM,Normal,800,2,3,M \ M,75,65,61,69,20,58,"178cm | 5'10""",0,348,1566,Aberdeen,Scottish Prem,Scotland
H'Maidat,67,CM,Normal,1.1K,3,3,M \ M,58,54,63,63,55,63,"185cm | 6'0""",0,356,1601,KVC Westerlo,Pro League,Morocco
Wilson,67,CB,Normal,250,2,2,M \ M,68,30,50,57,66,71,"188cm | 6'2""",0,342,1485,Walsall,Football League,Wales
Castelletto,67,CB,Normal,600,2,3,M \ M,79,30,60,56,66,71,"186cm | 6'1""",0,362,1607,Stade Brest,Domino's Ligue 2,France
Ryan,67,CM,Normal,350,2,3,M \ M,67,60,65,69,60,72,"180cm | 5'10""",0,393,1810,Blackpool,Football League 2,Republic of Ireland
Christensen,67,CM,Normal,200,2,3,H \ H,75,56,64,71,52,63,"178cm | 5'10""",0,381,1688,Brøndby IF,Alka Superliga,Denmark
Trotter,67,CM,Normal,200,2,2,L \ L,66,63,64,65,60,75,"188cm | 6'2""",0,393,1798,AFC Wimbledon,Football League,England
Rosales,67,RB,Normal,4.5K,2,3,M \ M,65,35,57,59,65,65,"180cm | 5'10""",0,346,1570,Estudiantes,Primera División,Argentina
Burns,67,ST,Normal,800,3,4,H \ L,59,66,62,72,54,63,"173cm | 5'8""",0,376,1762,S-Hiroshima,Meiji Yasuda J1,Australia
Janicki,67,CB,Normal,300,2,3,M \ M,58,34,57,50,66,75,"188cm | 6'2""",0,340,1537,Lech Poznań,Ekstraklasa,Poland
Zekhnini,67,LW,Normal,950,4,4,H \ M,90,60,53,70,27,49,"179cm | 5'10""",1,349,1529,Fiorentina,Calcio A,Norway
Depetris,67,RM,Normal,200,3,3,M \ H,76,66,66,69,21,58,"177cm | 5'9""",0,356,1633,Tigre,Primera División,Argentina
Ganz,67,ST,Normal,850,3,2,H \ L,74,66,53,63,25,57,"175cm | 5'8""",0,338,1539,Pescara,Calcio A,Italy
Martínez,67,CM,Normal,1.2K,3,2,M \ M,76,55,68,76,39,50,"171cm | 5'7""",0,364,1678,Houston Dynamo,MLS,Argentina
Cotra,67,LB,Normal,350,2,3,H \ M,69,44,49,51,68,78,"183cm | 6'0""",0,359,1626,Śląsk Wrocław,Ekstraklasa,Serbia
Oyewole,67,CB,Normal,500,2,3,H \ M,60,42,52,47,66,74,"188cm | 6'2""",0,341,1545,FC Orenburg,Russian League,Russia
Yasin,67,RM,Normal,200,4,3,M \ M,80,60,55,73,25,70,"185cm | 6'0""",0,363,1587,BK Häcken,Allsvenskan,Iraq
Tito,67,CDM,Normal,200,2,3,M \ M,57,40,58,53,64,74,"185cm | 6'0""",0,346,1586,CF Reus Deportiu,Liga Adelante,Spain
Álvaro Bustos,67,LW,Normal,200,2,3,H \ M,67,60,66,72,52,44,"173cm | 5'8""",0,361,1661,Gimnàstic,Liga Adelante,Spain
Borja Fernández,67,CDM,Normal,200,2,3,M \ M,53,36,60,57,60,66,177,0,0,1516,CF Reus Deportiu,Liga Adelante,Spain
Ünder,67,RM,Normal,800,3,3,H \ M,77,61,62,67,32,56,173,0,0,1576,Roma,Calcio A,Turkey
Maguire,67,ST,Normal,450,3,4,M \ M,74,67,65,68,37,70,170,0,0,1786,Bury,Football League,Scotland
Chimino,67,RB,Normal,250,2,2,M \ M,77,46,55,62,63,68,178,0,0,1670,Huracán,Primera División,Argentina
Kiss,67,CM,Normal,500,2,4,H \ M,42,59,60,65,63,72,186,0,0,1692,Ettifaq FC,ALJ League,Slovakia
Payne,67,CAM,Normal,250,3,3,H \ M,79,61,61,71,21,49,165,0,0,1596,Oxford United,Football League,England
Murillo,67,RW,Normal,1K,3,3,M \ M,92,66,47,75,21,46,171,0,0,1595,Kasimpaşa SK,Süper Lig,Venezuela
Dvali,67,CB,Normal,200,2,3,L \ M,64,32,40,38,68,74,191,0,0,1389,Pogoń Szczecin,Ekstraklasa,Georgia
Keita,67,LM,Normal,10K,4,4,H \ M,83,67,59,69,30,60,171,0,0,1704,NY Red Bulls,MLS,Norway
Ajose,67,ST,Normal,200,3,4,H \ M,80,69,51,65,28,58,173,0,0,1590,Bury,Football League,England
Khaoui,67,CAM,Normal,200,3,3,M \ M,72,52,66,69,34,47,180,0,0,1567,ES Troyes,Domino's Ligue 2,Tunisia
Krivets,67,CAM,Normal,300,4,4,M \ M,67,62,67,70,48,56,177,0,0,1678,Arka Gdynia,Ekstraklasa,Belarus
Kamada,67,CAM,Normal,500,3,4,H \ M,81,52,62,70,36,64,"180cm | 5'10""",0,365,1597,Eint. Frankfurt,Bundesliga,Japan
Gnahoré,67,CM,Normal,550,3,3,H \ M,77,62,60,67,56,72,"188cm | 6'2""",-1,394,1681,Palermo,Calcio A,France
Villar,67,RM,Normal,200,2,3,H \ M,65,67,66,70,59,66,"170cm | 5'6""",0,393,1844,Martin Rivero,Primera División,Argentina
Dodi,67,RM,Normal,1.5K,3,4,M \ M,80,58,61,75,19,40,187,1,0,1507,Sp. Charleroi,Pro League,Belgium
Kamara,67,ST,Normal,500,3,2,H \ M,80,64,45,59,25,81,180,0,0,1566,Al-Taawoun,ALJ League,Sierra Leone
Saint-Maximin,67,LM,Normal,1.3K,4,4,H \ M,85,60,62,77,22,47,173,4,0,1587,OGC Nice,Ligue 1,France
Trondsen,67,CM,Normal,10K,2,3,M \ M,79,56,67,67,60,70,183,0,0,1831,Rosenborg BK,Tippeligaen,Norway
Dioussé,67,CDM,Normal,300,3,3,M \ H,73,43,64,74,59,64,175,0,0,1701,Saint-Etienne,Ligue 1,Senegal
Matheu,67,CB,Normal,200,2,3,M \ M,67,22,51,52,65,72,182,0,0,1432,Huracán,Primera División,Argentina
Rigamonti,67,GK,Normal,200,1,2,M \ M,66,64,62,66,43,67,186,0,0,787,Vélez Sarsfield,Primera División,Argentina
Sammon,67,ST,Normal,950,3,3,H \ H,75,65,51,59,40,82,186,0,0,1671,Partick Thistle,Scottish Prem,Republic of Ireland
Cure,67,RM,Normal,300,3,3,M \ M,79,65,62,66,60,76,182,0,0,1805,Águilas Doradas,Liga Dimayor,Venezuela
Luppi,67,LW,Normal,200,3,4,H \ M,74,60,58,71,26,56,180,0,0,1507,Virtus Entella,Calcio B,Italy
Moxey,67,LB,Normal,200,2,3,M \ M,70,54,60,64,64,68,188,0,0,1687,Exeter City,Football League 2,England
Soriano,67,ST,Normal,200,2,4,M \ L,74,64,47,63,25,71,184,0,0,1564,Korona Kielce,Ekstraklasa,Germany
Bunn,67,LM,Normal,200,3,3,H \ M,77,65,60,71,38,70,174,0,0,1689,Bury,Football League,England
Leutwiler,67,GK,Normal,300,1,3,M \ M,67,64,65,69,55,68,192,0,0,858,Blackburn Rvrs,EFL Championship,Canada
Turnbull,67,CB,Normal,850,2,2,M \ M,62,27,45,51,65,76,185,0,0,1420,Partick Thistle,Scottish Prem,England
Barišic,67,ST,Normal,0,3,3,H \ M,63,68,51,60,25,70,186,0,0,1525,Piast Gliwice,Ekstraklasa,Croatia
Azouni,67,CM,Normal,700,2,3,M \ M,68,56,63,65,61,71,177,0,0,1739,KV Kortrijk,Pro League,Tunisia
Romizi,67,CM,Normal,200,3,3,M \ M,74,58,62,64,58,73,175,0,0,1795,Vicenza,Calcio B,Italy
Rosales,67,RB,Normal,200,2,3,M \ M,65,35,57,59,65,65,180,0,0,1570,Bahía Blanca,Primera División,Argentina
Dyrestam,67,RB,Normal,200,2,4,M \ M,69,33,58,61,65,74,187,0,0,1580,Kalmar FF,Allsvenskan,Sweden
Ademi,67,ST,Normal,200,2,3,M \ L,67,64,57,62,26,74,189,0,0,1564,Würzburg,Bundesliga 2,Switzerland
Lipski,67,CAM,Normal,200,2,3,M \ M,67,60,66,66,35,57,185,0,0,1615,Lechia Gdańsk,Ekstraklasa,Poland
Rafael Páez,67,CB,Normal,250,2,3,M \ M,48,17,38,40,69,71,192,0,0,1183,UCAM Murcia CF,Liga Adelante,Spain
Abdulameer,67,CDM,Normal,1.5K,2,3,M \ M,56,61,67,66,63,67,180,0,0,1773,Al-Shabab,ALJ League,Iraq
Darby,67,RB,Normal,400,2,3,M \ H,76,36,54,63,66,78,175,0,0,1675,Bolton,Football League,England
Cardona,67,CB,Normal,200,2,3,L \ M,61,45,43,54,67,73,188,0,0,1528,Godoy Cruz,Primera División,Argentina
Basha,67,CDM,Normal,200,2,3,M \ M,63,61,65,60,62,67,178,0,0,1744,Wisła Kraków,Ekstraklasa,Albania
Wilbraham,66,ST,Normal,800,2,3,M \ M,44,63,57,53,27,69,"191cm | 6'3""",0,313,1462,Bristol City,EFL Championship,England
Hunt,66,ST,Normal,950,2,3,H \ M,67,62,54,63,36,77,"173cm | 5'8""",0,359,1692,Portsmouth,Football League 2,Republic of Ireland
Zwarthoed,66,GK,Normal,350,1,3,M \ M,74,69,70,52,35,65,"188cm | 6'2""",0,365,698,Go Ahead Eagles,Eredivisie,Netherlands
McFadden,66,ST,Normal,10K,3,3,M \ L,60,65,67,68,35,65,"178cm | 5'10""",0,360,1719,Motherwell,Scottish Prem,Scotland
Ekobo,66,CDM,Normal,200,2,3,L \ H,50,48,60,54,65,78,"182cm | 5'11""",0,355,1611,Clermont Foot,Domino's Ligue 2,Cameroon
Jönsson,66,CB,Normal,200,2,1,H \ M,58,49,54,52,61,66,"183cm | 6'0""",0,340,1612,IF Elfsborg,Allsvenskan,Sweden
Clarke,66,CB,Normal,200,2,3,M \ H,38,34,45,40,67,76,"188cm | 6'2""",0,300,1380,Oldham Athletic,Football League,England
